Property_id,Offer,URL,Property_type,Price,Include_w_e,Title,Area,Governorate,Beds,Baths,Size,Availability_date,Agent_name,Agency,Amenities
7153,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-northern-governorate-hamala-753332.html,Villa,"BHD330,000",Exclusive,Spacious | Near Al Liwan Mall | In a compound,Hamala,Northern Governorate,5+ Maid,7,"5,920 sqft / 550 sqm",1 Mar 2025,Mohamed Alaynati,Seniors Real Estate,11
7154,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-diyar-al-muharraq-marassi-shores-residences-753239.html,Apartment,"BHD110,000",Exclusive,Beach Access | Natural Lights | Good Investment,"Marassi Shores Residences, Diyar Al Muharraq",Muharraq Governorate,2,2,"1,055 sqft / 98 sqm",,Mirna Kamal,Carlton Real Estate,8
7155,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-manama-abraj-al-lulu-752987.html,Apartment,"BHD70,000",Exclusive,SPECTACULAR VIEWS IN EVERY DIRECTION,"Abraj Al Lulu, Manama",Capital Governorate,2,3,"1,410 sqft / 131 sqm",17 Dec 2023,Reina San Pascual,Pegasus Real Estate,16
7156,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-diyar-al-muharraq-marassi-al-bahrain-752548.html,Apartment,"BHD110,000",Exclusive,Balcony-Seaview | Worthy Investment | Brand New,"Marassi Al Bahrain, Diyar Al Muharraq",Muharraq Governorate,2,2,"1,033 sqft / 96 sqm",,Mirna Kamal,Carlton Real Estate,5
7157,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-northern-governorate-saar-751389.html,Villa,"BHD230,000",Exclusive,فلل ماربيا مع بركة سباحة و تكييف مركزي,Saar,Northern Governorate,4+ Maid,6,"3,229 sqft / 300 sqm",12 Dec 2023,Mahmood Mohamed,Al Janabiya Gate Real Estate,3
7158,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-muharraq-governorate-arad-751259.html,Villa,"BHD180,000",Exclusive,الفلل الحصرية  فلل أرادوس 2 - قريبة من قلعة عراد,Arad,Muharraq Governorate,4+ Maid,5,"3,229 sqft / 300 sqm",12 Dec 2023,Mahmood Mohamed,Al Janabiya Gate Real Estate,5
7159,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-northern-governorate-janabiya-751257.html,Villa,"BHD650,000",Exclusive,The District Boulevard Luxurious Residential,Janabiya,Northern Governorate,5+ Maid,7+,"8,611 sqft / 800 sqm",12 Dec 2023,Mahmood Mohamed,Al Janabiya Gate Real Estate,5
7160,Buy,https://www.propertyfinder.bh/en/plp/buy/compound-for-sale-northern-governorate-janabiya-749847.html,Compound,"BHD1,000,000",Exclusive,luxury compound for sale on two roads in al janabia,Janabiya,Northern Governorate,4+ Maid,4,"19,784 sqft / 1,838 sqm",,Mohamed Alshaalan,Grnata,10
7161,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-janabiya-748612.html,Land,"BHD334,222",Exclusive,مخطط  &#34;بوابة الضلع 3&#34; مقابل ديستركت 1,Janabiya,Northern Governorate,0,0,"14,531 sqft / 1,350 sqm",3 Dec 2023,Mahmood Mohamed,Al Janabiya Gate Real Estate,
7162,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-al-juffair-747815.html,Apartment,BHD300,Exclusive,Spacious Comfortable Flat I Balcony I Sea View,Al Juffair,Capital Governorate,1,2,807 sqft / 75 sqm,9 Oct 2023,Tareq Abdulameer Abdulla Almahoozi,Dream Land Real Estate,10
7163,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-tala-island-745116.html,Apartment,"BHD68,000",Exclusive,Luxury Flat for Sale in Amwaj ( Tala ),"Tala Island, Amwaj Islands",Muharraq Governorate,2,2,"1,076 sqft / 100 sqm",15 Nov 2023,Mohammed Alnashaba,Union Real Estate,
7164,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-muharraq-governorate-dilmunia-island-hanging-garden-740858.html,Villa,"BHD420,000",Exclusive,LUXURY VILLA  5 BED - PRIVATE POOL - JETTY,"Hanging Garden, Dilmunia Island",Muharraq Governorate,5+ Maid,5,"6,458 sqft / 600 sqm",1 Nov 2023,Sheila  Mcewan,Property Locators,13
7165,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-northern-governorate-sadad-738486.html,Villa,"BHD140,000",Exclusive,LAND FOR SALE IN SADAD GOOD LOCATION,Sadad,Northern Governorate,4+ Maid,3,"2,142 sqft / 199 sqm",,Ali Alawami,Grnata,3
7166,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-hamala-738199.html,Land,"BHD48,700",Exclusive,Residential land for sale located in -Hamala,Hamala,Northern Governorate,0,0,"1,798 sqft / 167 sqm",,Hesham Ismaeel,Carlton Real Estate,
7167,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-hamala-737910.html,Land,"BHD90,000",Exclusive,Residential land for sale located in Hamala,Hamala,Northern Governorate,0,0,"3,272 sqft / 304 sqm",,Hesham Ismaeel,Carlton Real Estate,
7168,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-muharraq-governorate-amwaj-islands-murjan-737564.html,Villa,"BHD450,000",Exclusive,Spacious| Luxurious| Freehold | Perfect price,"Murjan, Amwaj Islands",Muharraq Governorate,7++ Maid,7+,"8,611 sqft / 800 sqm",21 May 2025,Mohamed Alaynati,Seniors Real Estate,8
7169,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-bu-quwah-saraya-2-737369.html,Land,"BHD135,559",Exclusive,"Residential land, located in Bu Quwah","Saraya 2, Bu Quwah",Northern Governorate,0,0,"4,166 sqft / 387 sqm",,Hesham Ismaeel,Carlton Real Estate,
7170,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-diyar-al-muharraq-the-address-residences-737126.html,Apartment,"BHD90,000",Exclusive,Great Amenities * Beach &amp; Pool Access * Bright,"The Address Residences, Diyar Al Muharraq",Muharraq Governorate,studio,1,495 sqft / 46 sqm,,Mirna Kamal,Carlton Real Estate,10
7171,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-barbar-736837.html,Land,"BHD180,000",Exclusive,"Residential land for sale, located in Barbar",Barbar,Northern Governorate,0,0,"6,921 sqft / 643 sqm",,Ahmed Al-AAli,Carlton Real Estate,
7172,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-janabiya-734107.html,Land,"BHD676,825",Exclusive,Residential land for sale located in -Janabiya,Janabiya,Northern Governorate,0,0,"35,618 sqft / 3,309 sqm",,Hesham Ismaeel,Carlton Real Estate,
7173,Buy,https://www.propertyfinder.bh/en/plp/buy/townhouse-for-sale-muharraq-governorate-amwaj-islands-amwaj-beachfront-734020.html,Townhouse,"BHD189,000",Exclusive,Simplex Townhouse With Patio- Direct Beach Access,"Amwaj Beachfront, Amwaj Islands",Muharraq Governorate,3,4,"2,831 sqft / 263 sqm",28 Feb 2023,Elena Luiza Duta,Esnad Management,11
7174,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-muharraq-governorate-amwaj-islands-tala-island-733809.html,Villa,"BHD205,000",Exclusive,DIRECT BEACH ACCESS- 2+1 VILLA - PVT POOL,"Tala Island, Amwaj Islands",Muharraq Governorate,2,3,"2,207 sqft / 205 sqm",7 Oct 2023,Sheila  Mcewan,Property Locators,9
7175,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-muharraq-governorate-diyar-al-muharraq-al-naseem-733691.html,Land,"BHD119,899",Exclusive,Freehold_Residential Land with 2 Road Access,"Al Naseem, Diyar Al Muharraq",Muharraq Governorate,0,0,"4,133 sqft / 384 sqm",,Mirna Kamal,Carlton Real Estate,
7176,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-muharraq-governorate-amwaj-islands-najma-732909.html,Land,"BHD391,798",Exclusive,Good Deal-Residential Land with B15 classification,"Najma, Amwaj Islands",Muharraq Governorate,0,0,"11,873 sqft / 1,103 sqm",,Mirna Kamal,Carlton Real Estate,
7177,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-southern-governorate-riffa-west-riffa-732357.html,Villa,"BHD75,000",Exclusive,Old villa for sale,"West Riffa, Riffa",Southern Governorate,4,2,"2,357 sqft / 219 sqm",,s.hasan almosawi,Grnata,
7178,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-manama-abraj-al-lulu-732356.html,Apartment,"BHD68,000",Exclusive,"Flat for sale in Abraj Al Lulu, Manama","Abraj Al Lulu, Manama",Capital Governorate,2,2,"1,206 sqft / 112 sqm",,s.hasan almosawi,Grnata,
7179,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-central-governorate-isa-town-732224.html,Apartment,"BHD72,000",Exclusive,"Flat For Sale in Isa Town The Price Is 72,000",Isa Town,Central Governorate,3,4,"1,862 sqft / 173 sqm",,Ali Najah,Grnata,
7180,Buy,https://www.propertyfinder.bh/en/plp/buy/compound-for-sale-central-governorate-a-ali-731977.html,Compound,"BHD600,000",Exclusive,COMPOUND FOR SALE 4 VILLA,A'Ali,Central Governorate,1+ Maid,1,"7,804 sqft / 725 sqm",,Ali Almawlani,Grnata,4
7181,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-731822.html,Apartment,"BHD175,000",Exclusive,FLAT FOR SALE IN AMWAJ,Amwaj Islands,Muharraq Governorate,3,3,"2,174 sqft / 202 sqm",,Ali Saleh,Grnata,
7182,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-central-governorate-tubli-731271.html,Villa,"BHD246,000",Exclusive,"Villa With Pool, Garden, Maid&#39;s Room",Tubli,Central Governorate,5+ Maid,6,"4,855 sqft / 451 sqm",4 Oct 2022,Anish Singh,MANNAI PROPERTIES W.L.L,6
7183,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-al-juffair-731257.html,Apartment,"BHD50,000",Exclusive,FLAT FOR SALE IN JUFFAIR,Al Juffair,Capital Governorate,2,2,"1,033 sqft / 96 sqm",,Ali Saleh,Grnata,
7184,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-southern-governorate-riffa-731056.html,Villa,"BHD160,000",Exclusive,villa for sale in Riffa 2 roads with good location,Riffa,Southern Governorate,6,4,"5,823 sqft / 541 sqm",,Sayed Sadiq Madan,Grnata,
7185,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-central-governorate-isa-town-730641.html,Villa,"BHD130,000",Exclusive,villa for sale in issa town special location,Isa Town,Central Governorate,7+,7+,"2,239 sqft / 208 sqm",,Sayed Sadiq Madan,Grnata,
7186,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-southern-governorate-riffa-west-riffa-730627.html,Villa,"BHD155,000",Exclusive,Villa for sale in West Riffa in An Investment area,"West Riffa, Riffa",Southern Governorate,7+,4,"4,704 sqft / 437 sqm",,ahmed abdulla,Grnata,
7187,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-manama-abraj-al-lulu-730558.html,Apartment,"BHD65,000",Exclusive,MODERN AMENETIES |SOPHISTICATED HOME,"Abraj Al Lulu, Manama",Capital Governorate,2,3,"1,410 sqft / 131 sqm",14 Sep 2023,Reina San Pascual,Pegasus Real Estate,14
7188,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-capital-governorate-manama-zinj-730310.html,Land,"BHD150,000",Exclusive,"Commercial land for sale, located in Zinj area","Zinj, Manama",Capital Governorate,0,0,"3,229 sqft / 300 sqm",,Ahmed Al-AAli,Carlton Real Estate,
7189,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-central-governorate-tubli-730299.html,Land,"BHD115,000",Exclusive,Residential land (RB) For Sale in Tubli area,Tubli,Central Governorate,0,0,"4,478 sqft / 416 sqm",,Hesham Ismaeel,Carlton Real Estate,
7190,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-729881.html,Apartment,"BHD69,000",Exclusive,FLAT FOR SALE IN AMWAJ,Amwaj Islands,Muharraq Governorate,2,2,"1,270 sqft / 118 sqm",,Ali Saleh,Grnata,
7191,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-amwaj-islands-729880.html,Apartment,"BHD65,000",Exclusive,FLAT FOR SALE IN AMWAJ IN TALA,Amwaj Islands,Muharraq Governorate,2,2,"1,249 sqft / 116 sqm",,Ali Saleh,Grnata,
7192,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-dilmunia-island-729879.html,Apartment,"BHD95,000",Exclusive,FLAT FOR SALE IN Dilmunia,Dilmunia Island,Muharraq Governorate,2,3,"1,324 sqft / 123 sqm",,Ali Saleh,Grnata,
7193,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-northern-governorate-karzakkan-729801.html,Villa,"BHD145,000",Exclusive,Residential villa for sale in Karzakkan,Karzakkan,Northern Governorate,5,6,"2,260 sqft / 210 sqm",,Ahmed Salman,Grnata,
7194,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-muharraq-governorate-diyar-al-muharraq-729775.html,Villa,"BHD140,000",Exclusive,Brand New Wonderful Villa in Quiet Area in Diyar Almuharreq,Diyar Al Muharraq,Muharraq Governorate,6,4,"2,551 sqft / 237 sqm",,S.Ali Alkamel,Grnata,
7195,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-northern-governorate-hamad-town-729716.html,Villa,"BHD138,000",Exclusive,villa for sale in lawzi,Hamad Town,Northern Governorate,5,5,"2,960 sqft / 275 sqm",,Ali Almawlani,Grnata,
7196,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-northern-governorate-hamad-town-729715.html,Apartment,"BHD55,000",Exclusive,flat for sale in lawzi,Hamad Town,Northern Governorate,4,3,"1,765 sqft / 164 sqm",,Ali Almawlani,Grnata,
7197,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-northern-governorate-malkiyah-729714.html,Villa,"BHD115,000",Exclusive,villa for sale in malkaya,Malkiyah,Northern Governorate,5,5,"1,894 sqft / 176 sqm",,Ali Almawlani,Grnata,
7198,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-northern-governorate-hamad-town-729709.html,Apartment,"BHD56,000",Exclusive,flat for sale in lawzi,Hamad Town,Northern Governorate,4,3,"1,798 sqft / 167 sqm",,Ali Almawlani,Grnata,
7199,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-central-governorate-eker-729708.html,Villa,"BHD293,216",Exclusive,Villa for sale in Aker area,Eker,Central Governorate,6+ Maid,7,"13,638 sqft / 1,267 sqm",,ABRAR ALMUQDAD,Grnata,8
7200,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-northern-governorate-hamad-town-729707.html,Villa,"BHD125,000",Exclusive,villa for sale in lawzi,Hamad Town,Northern Governorate,4,5,"2,217 sqft / 206 sqm",,Ali Almawlani,Grnata,
7201,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-muharraq-governorate-amwaj-islands-729229.html,Villa,"BHD550,000",Exclusive,LAXURY VILLA IN AMWAJ ISLAND 638 SQM,Amwaj Islands,Muharraq Governorate,7+,7+,"6,867 sqft / 638 sqm",,Mohamed Jameel,Grnata,
7202,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-bahrain-bay-729225.html,Apartment,"BHD58,000",Exclusive,FLAT FOR SALE IN BAHRAIN BAY 37.4 SQM,Bahrain Bay,Capital Governorate,studio,1,398 sqft / 37 sqm,,Mohamed Jameel,Grnata,
7203,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-hidd-729222.html,Apartment,"BHD62,000",Exclusive,FLAT FOR SALE IN HIDD 150 SQM 4 BEDROOM,Hidd,Muharraq Governorate,4,4,"1,615 sqft / 150 sqm",,Mohamed Jameel,Grnata,
7204,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-southern-governorate-riffa-riffa-al-sharqi-729163.html,Villa,"BHD250,000",Exclusive,VILLA IN RIFFA GOOD LOCATIO Luxury Gorgeous,"Riffa Al Sharqi, Riffa",Southern Governorate,4,6,"6,910 sqft / 642 sqm",,Ali Alawami,Grnata,
7205,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-northern-governorate-hamad-town-729079.html,Villa,"BHD170,000",Exclusive,"Villa For Sale in Hamad Town The Price Is 170,000",Hamad Town,Northern Governorate,6,6,"5,102 sqft / 474 sqm",,Ali Najah,Grnata,
7206,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-manama-abraj-al-lulu-728449.html,Apartment,"BHD60,000",Exclusive,PERFECT FLAT FOR YOUR FAMILY| 2 BEDROOM,"Abraj Al Lulu, Manama",Capital Governorate,2,2,"1,302 sqft / 121 sqm",12 Sep 2023,Reina San Pascual,Pegasus Real Estate,14
7207,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-northern-governorate-al-jasra-728404.html,Land,"BHD323,401",Exclusive,حصرياً لدينا مخطط الجسرة هيلز السكني بمساحات واسعة,Al Jasra,Northern Governorate,0,0,"17,018 sqft / 1,581 sqm",,Mahmood Mohamed,Al Janabiya Gate Real Estate,
7208,Buy,https://www.propertyfinder.bh/en/plp/buy/compound-for-sale-central-governorate-a-ali-728319.html,Compound,"BHD600,000",Exclusive,compound for sales in aali (4 villa ),A'Ali,Central Governorate,4+ Maid,5,"8,234 sqft / 765 sqm",,Ali Almawlani,Grnata,2
7209,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-central-governorate-jid-ali-725463.html,Apartment,"BHD45,000",Exclusive,Residential apartment for sale in Jidali,Jid Ali,Central Governorate,3,2,"1,281 sqft / 119 sqm",,Ahmed Salman,Grnata,1
7210,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-muharraq-governorate-hidd-725420.html,Villa,"BHD150,000",Exclusive,UNDER-CONSTRUCTION VILLA NEAR THE SEA,Hidd,Muharraq Governorate,5,6,"2,486 sqft / 231 sqm",,Ali Amin,Grnata,1
7211,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-muharraq-governorate-diyar-al-muharraq-mozoon-724791.html,Villa,"BHD180,000",Exclusive,Brand New | Freehold | Luxury | Mozoon | Diyar,"Mozoon, Diyar Al Muharraq",Muharraq Governorate,5+ Maid,5,"3,574 sqft / 332 sqm",29 Aug 2023,Mohamed Alaynati,Seniors Real Estate,6
7212,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-central-governorate-sanad-723548.html,Apartment,"BHD55,000",Exclusive,Spacious 3BR apartment in Sanad,Sanad,Central Governorate,3,2,"1,109 sqft / 103 sqm",22 Aug 2023,Jaafar Hasan,Grnata,1
7213,Buy,https://www.propertyfinder.bh/en/plp/buy/land-for-sale-muharraq-governorate-arad-723528.html,Land,"BHD96,876",Exclusive,أراضي للبيع بالقرب من قلعة عراد !!,Arad,Muharraq Governorate,0,0,"3,229 sqft / 300 sqm",24 Aug 2023,Mahmood Mohamed,Al Janabiya Gate Real Estate,
7214,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-diyar-al-muharraq-marassi-boulevard-722995.html,Apartment,"BHD67,000",Exclusive,Great Investment | Pool View | Balcony,"Marassi Boulevard, Diyar Al Muharraq",Muharraq Governorate,1,1,614 sqft / 57 sqm,,Mirna Kamal,Carlton Real Estate,8
7215,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-manama-abraj-al-lulu-722883.html,Apartment,"BHD145,000",Exclusive,SPACIOUS 4BDR CLOSED-BY TO CITY CENTER,"Abraj Al Lulu, Manama",Capital Governorate,4,6,"2,842 sqft / 264 sqm",15 Aug 2023,Reina San Pascual,Pegasus Real Estate,17
7216,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-muharraq-governorate-diyar-al-muharraq-the-address-residences-721459.html,Apartment,"BHD90,000",Exclusive,Under Construction Studio-Payment Plan Available,"The Address Residences, Diyar Al Muharraq",Muharraq Governorate,studio,1,549 sqft / 51 sqm,,Mirna Kamal,Carlton Real Estate,9
7217,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-capital-governorate-manama-al-burhama-721430.html,Villa,"BHD145,000",Exclusive,Super deluxe villa in Al-Burhama,"Al Burhama, Manama",Capital Governorate,4,4,"2,250 sqft / 209 sqm",13 Aug 2023,Ali Najah,Grnata,4
7218,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-al-juffair-721415.html,Apartment,"BHD86,000",Exclusive,flat for sale in Juffair a quiet area,Al Juffair,Capital Governorate,2,2,"1,442 sqft / 134 sqm",,Jasim Alwardi,Grnata,1
7219,Buy,https://www.propertyfinder.bh/en/plp/buy/apartment-for-sale-capital-governorate-al-juffair-721398.html,Apartment,"BHD49,000",Exclusive,flat for sale in Juffair a quiet area,Al Juffair,Capital Governorate,2,2,"1,173 sqft / 109 sqm",,Jasim Alwardi,Grnata,1
7220,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-central-governorate-jid-ali-719756.html,Villa,"BHD180,000",Exclusive,Three story Villa .. in Jid-Ali,Jid Ali,Central Governorate,5+ Maid,5,"3,380 sqft / 314 sqm",9 Aug 2023,Ali Najah,Grnata,4
7221,Buy,https://www.propertyfinder.bh/en/plp/buy/villa-for-sale-southern-governorate-durrat-al-bahrain-719750.html,Villa,"BHD350,000",Exclusive,Sea-view villa in Durrat Al-Bahrain,Durrat Al Bahrain,Southern Governorate,3,4,"5,382 sqft / 500 sqm",9 Aug 2023,Ali Najah,Grnata,6
